1,"{'An': ['S', 'T'], 'Binh': [], 'Chau': ['S'], 'Duong': [], 'Linh': [], 'Kiet': [], 'Giang': [], 'Hieu': ['S']}"
2,"{'An': [], 'Binh': ['S', 'T'], 'Chau': ['S'], 'Duong': ['S'], 'Linh': [], 'Kiet': [], 'Giang': [], 'Hieu': []}"
3,"{'An': ['S'], 'Binh': ['S'], 'Chau': ['T'], 'Duong': [], 'Linh': ['S'], 'Kiet': [], 'Giang': [], 'Hieu': []}"
4,"{'An': ['S'], 'Binh': ['S', 'T'], 'Chau': [], 'Duong': [], 'Linh': ['S'], 'Kiet': [], 'Giang': [], 'Hieu': []}"
5,"{'An': [], 'Binh': ['T'], 'Chau': [], 'Duong': ['S'], 'Linh': ['S'], 'Kiet': [], 'Giang': ['S'], 'Hieu': []}"
6,"{'An': ['S'], 'Binh': [], 'Chau': [], 'Duong': ['S', 'T'], 'Linh': [], 'Kiet': [], 'Giang': [], 'Hieu': ['S']}"
7,"{'An': [], 'Binh': [], 'Chau': ['S'], 'Duong': ['S', 'T'], 'Linh': ['S'], 'Kiet': [], 'Giang': [], 'Hieu': []}"
8,"{'An': [], 'Binh': ['S'], 'Chau': ['S'], 'Duong': [], 'Linh': [], 'Kiet': [], 'Giang': ['S'], 'Hieu': ['T']}"
9,"{'An': [], 'Binh': ['S', 'T'], 'Chau': ['S'], 'Duong': [], 'Linh': ['S'], 'Kiet': [], 'Giang': [], 'Hieu': []}"
10,"{'An': [], 'Binh': [], 'Chau': ['S'], 'Duong': ['S'], 'Linh': [], 'Kiet': ['T'], 'Giang': [], 'Hieu': ['S']}"
11,"{'An': ['S'], 'Binh': [], 'Chau': ['T'], 'Duong': [], 'Linh': ['S'], 'Kiet': ['S'], 'Giang': [], 'Hieu': []}"
12,"{'An': ['S'], 'Binh': ['S'], 'Chau': [], 'Duong': [], 'Linh': ['S'], 'Kiet': [], 'Giang': ['T'], 'Hieu': []}"
13,"{'An': [], 'Binh': ['S'], 'Chau': ['S'], 'Duong': ['S'], 'Linh': [], 'Kiet': ['T'], 'Giang': [], 'Hieu': []}"
14,"{'An': ['S'], 'Binh': [], 'Chau': ['S'], 'Duong': [], 'Linh': [], 'Kiet': ['S'], 'Giang': ['T'], 'Hieu': []}"
15,"{'An': [], 'Binh': [], 'Chau': [], 'Duong': ['S'], 'Linh': [], 'Kiet': ['S'], 'Giang': ['S'], 'Hieu': ['T']}"
16,"{'An': ['T'], 'Binh': ['S'], 'Chau': [], 'Duong': ['S'], 'Linh': [], 'Kiet': [], 'Giang': [], 'Hieu': ['S']}"
17,"{'An': [], 'Binh': [], 'Chau': ['S'], 'Duong': [], 'Linh': ['S'], 'Kiet': ['S'], 'Giang': [], 'Hieu': ['T']}"
18,"{'An': [], 'Binh': [], 'Chau': ['S'], 'Duong': ['S', 'T'], 'Linh': [], 'Kiet': [], 'Giang': ['S'], 'Hieu': []}"
19,"{'An': [], 'Binh': [], 'Chau': ['S'], 'Duong': ['S'], 'Linh': [], 'Kiet': ['T'], 'Giang': [], 'Hieu': ['S']}"
20,"{'An': ['S'], 'Binh': ['S'], 'Chau': ['T'], 'Duong': [], 'Linh': ['S'], 'Kiet': [], 'Giang': [], 'Hieu': []}"
21,"{'An': ['S'], 'Binh': ['S'], 'Chau': ['T'], 'Duong': [], 'Linh': [], 'Kiet': ['S'], 'Giang': [], 'Hieu': []}"
22,"{'An': ['S'], 'Binh': [], 'Chau': ['S'], 'Duong': ['T'], 'Linh': [], 'Kiet': [], 'Giang': ['S'], 'Hieu': []}"
23,"{'An': ['T'], 'Binh': ['S'], 'Chau': [], 'Duong': ['S'], 'Linh': [], 'Kiet': [], 'Giang': [], 'Hieu': ['S']}"
24,"{'An': ['S'], 'Binh': ['S'], 'Chau': [], 'Duong': ['S'], 'Linh': [], 'Kiet': ['T'], 'Giang': [], 'Hieu': []}"
25,"{'An': [], 'Binh': [], 'Chau': [], 'Duong': ['T'], 'Linh': ['S'], 'Kiet': ['S'], 'Giang': ['S'], 'Hieu': []}"
26,"{'An': ['S', 'T'], 'Binh': [], 'Chau': ['S'], 'Duong': [], 'Linh': [], 'Kiet': [], 'Giang': ['S'], 'Hieu': []}"
27,"{'An': ['S'], 'Binh': ['S', 'T'], 'Chau': ['S'], 'Duong': [], 'Linh': [], 'Kiet': [], 'Giang': [], 'Hieu': []}"
28,"{'An': ['S'], 'Binh': [], 'Chau': [], 'Duong': ['S'], 'Linh': [], 'Kiet': [], 'Giang': ['S'], 'Hieu': ['T']}"
